model,approach,history,history_frames,case_study,bag_name,global_bag_id,event_id_within_bag,event_key,unsafe_start_frame_id,unsafe_end_frame_id,unsafe_start_s,unsafe_end_s,previous_unsafe_end_s,first_warning_frame_id,first_warning_s,first_warning_label,speed_at_warning_mps,lead_time_s,t_required_s,warning_raw_source_file,allowed_interval_s,t_earliest_s,outcome
internvl,appfr,H22,22,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,0,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_000414,defaced_2021-04-24-11-55-30_frame_000414,defaced_2021-04-24-11-55-30_frame_000426,1619258161.0030267,1619258161.8405566,,defaced_2021-04-24-11-55-30_frame_000026,1619258131.4665036,potentially_unsafe,0.1448654659121444,29.53652310371399,0.8448654659121444,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv,3,3.8448654659121444,too_early
internvl,appfr,H22,22,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,0,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_000414,defaced_2021-04-24-11-55-30_frame_000414,defaced_2021-04-24-11-55-30_frame_000426,1619258161.0030267,1619258161.8405566,,defaced_2021-04-24-11-55-30_frame_000026,1619258131.4665036,potentially_unsafe,0.1448654659121444,29.53652310371399,0.8448654659121444,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv,4,4.844865465912145,too_early
internvl,appfr,H22,22,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,0,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_000414,defaced_2021-04-24-11-55-30_frame_000414,defaced_2021-04-24-11-55-30_frame_000426,1619258161.0030267,1619258161.8405566,,defaced_2021-04-24-11-55-30_frame_000026,1619258131.4665036,potentially_unsafe,0.1448654659121444,29.53652310371399,0.8448654659121444,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv,5,5.844865465912145,too_early
internvl,appfr,H22,22,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,1,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001346,1619258229.040547,1619258229.1530662,1619258161.8405566,defaced_2021-04-24-11-55-30_frame_000427,1619258161.9320593,potentially_unsafe,0.78741827037235,67.10848760604858,1.48741827037235,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv,1,2.48741827037235,too_early
internvl,appfr,H22,22,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,1,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001346,1619258229.040547,1619258229.1530662,1619258161.8405566,defaced_2021-04-24-11-55-30_frame_000427,1619258161.9320593,potentially_unsafe,0.78741827037235,67.10848760604858,1.48741827037235,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv,2,3.48741827037235,too_early
internvl,appfr,H22,22,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,1,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001346,1619258229.040547,1619258229.1530662,1619258161.8405566,defaced_2021-04-24-11-55-30_frame_000427,1619258161.9320593,potentially_unsafe,0.78741827037235,67.10848760604858,1.48741827037235,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv,3,4.48741827037235,too_early
internvl,appfr,H22,22,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,1,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001346,1619258229.040547,1619258229.1530662,1619258161.8405566,defaced_2021-04-24-11-55-30_frame_000427,1619258161.9320593,potentially_unsafe,0.78741827037235,67.10848760604858,1.48741827037235,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv,4,5.48741827037235,too_early
internvl,appfr,H22,22,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,1,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001346,1619258229.040547,1619258229.1530662,1619258161.8405566,defaced_2021-04-24-11-55-30_frame_000427,1619258161.9320593,potentially_unsafe,0.78741827037235,67.10848760604858,1.48741827037235,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv,5,6.48741827037235,too_early
internvl,appfr,H22,22,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,2,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001483,1619258238.0427327,1619258238.2890978,1619258229.1530662,defaced_2021-04-24-11-55-30_frame_001347,1619258229.2445078,potentially_unsafe,1.0220363279578757,8.798224925994873,1.7220363279578756,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv,1,2.7220363279578756,too_early
internvl,appfr,H22,22,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,2,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001483,1619258238.0427327,1619258238.2890978,1619258229.1530662,defaced_2021-04-24-11-55-30_frame_001347,1619258229.2445078,potentially_unsafe,1.0220363279578757,8.798224925994873,1.7220363279578756,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv,2,3.7220363279578756,too_early
internvl,appfr,H22,22,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,2,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001483,1619258238.0427327,1619258238.2890978,1619258229.1530662,defaced_2021-04-24-11-55-30_frame_001347,1619258229.2445078,potentially_unsafe,1.0220363279578757,8.798224925994873,1.7220363279578756,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv,3,4.722036327957875,too_early
internvl,appfr,H22,22,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,2,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001483,1619258238.0427327,1619258238.2890978,1619258229.1530662,defaced_2021-04-24-11-55-30_frame_001347,1619258229.2445078,potentially_unsafe,1.0220363279578757,8.798224925994873,1.7220363279578756,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv,4,5.722036327957875,too_early
internvl,appfr,H22,22,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,2,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001483,1619258238.0427327,1619258238.2890978,1619258229.1530662,defaced_2021-04-24-11-55-30_frame_001347,1619258229.2445078,potentially_unsafe,1.0220363279578757,8.798224925994873,1.7220363279578756,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv,5,6.722036327957875,too_early
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000000,huron__bww1_Feb-16-2023-bww1-intloss_00000000,0,huron__bww1_Feb-16-2023-bww1-intloss_00000000::108,108,109,10.656168,10.743546,,89,8.891294,potentially_unsafe,0.1242586333333333,1.764873999999999,0.8242586333333333,qwen/bww1_Feb-16-2023-bww1-intloss_00000000/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000000_h2_frame.csv,1,1.8242586333333333,actionable
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000000,huron__bww1_Feb-16-2023-bww1-intloss_00000000,0,huron__bww1_Feb-16-2023-bww1-intloss_00000000::108,108,109,10.656168,10.743546,,89,8.891294,potentially_unsafe,0.1242586333333333,1.764873999999999,0.8242586333333333,qwen/bww1_Feb-16-2023-bww1-intloss_00000000/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000000_h2_frame.csv,2,2.8242586333333333,actionable
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000000,huron__bww1_Feb-16-2023-bww1-intloss_00000000,0,huron__bww1_Feb-16-2023-bww1-intloss_00000000::108,108,109,10.656168,10.743546,,89,8.891294,potentially_unsafe,0.1242586333333333,1.764873999999999,0.8242586333333333,qwen/bww1_Feb-16-2023-bww1-intloss_00000000/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000000_h2_frame.csv,3,3.8242586333333333,actionable
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000000,huron__bww1_Feb-16-2023-bww1-intloss_00000000,0,huron__bww1_Feb-16-2023-bww1-intloss_00000000::108,108,109,10.656168,10.743546,,89,8.891294,potentially_unsafe,0.1242586333333333,1.764873999999999,0.8242586333333333,qwen/bww1_Feb-16-2023-bww1-intloss_00000000/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000000_h2_frame.csv,4,4.824258633333333,actionable
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000000,huron__bww1_Feb-16-2023-bww1-intloss_00000000,0,huron__bww1_Feb-16-2023-bww1-intloss_00000000::108,108,109,10.656168,10.743546,,89,8.891294,potentially_unsafe,0.1242586333333333,1.764873999999999,0.8242586333333333,qwen/bww1_Feb-16-2023-bww1-intloss_00000000/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000000_h2_frame.csv,5,5.824258633333333,actionable
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,0,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1373,1373,1373,123.417964,123.417964,,108,9.57825,potentially_unsafe,0.10997465,113.839714,0.80997465,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv,1,1.80997465,too_early
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,0,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1373,1373,1373,123.417964,123.417964,,108,9.57825,potentially_unsafe,0.10997465,113.839714,0.80997465,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv,2,2.80997465,too_early
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,0,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1373,1373,1373,123.417964,123.417964,,108,9.57825,potentially_unsafe,0.10997465,113.839714,0.80997465,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv,3,3.80997465,too_early
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,0,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1373,1373,1373,123.417964,123.417964,,108,9.57825,potentially_unsafe,0.10997465,113.839714,0.80997465,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv,4,4.80997465,too_early
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,0,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1373,1373,1373,123.417964,123.417964,,108,9.57825,potentially_unsafe,0.10997465,113.839714,0.80997465,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv,5,5.80997465,too_early
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,1,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1413,1413,1414,127.211577,127.307266,123.417964,1374,123.505378,potentially_unsafe,0.03440734,3.7061990000000122,0.73440734,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv,1,1.73440734,too_early
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,1,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1413,1413,1414,127.211577,127.307266,123.417964,1374,123.505378,potentially_unsafe,0.03440734,3.7061990000000122,0.73440734,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv,2,2.7344073399999997,too_early
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,1,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1413,1413,1414,127.211577,127.307266,123.417964,1374,123.505378,potentially_unsafe,0.03440734,3.7061990000000122,0.73440734,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv,3,3.7344073399999997,actionable
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,1,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1413,1413,1414,127.211577,127.307266,123.417964,1374,123.505378,potentially_unsafe,0.03440734,3.7061990000000122,0.73440734,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv,4,4.73440734,actionable
internvl,appfr,H22,22,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,1,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1413,1413,1414,127.211577,127.307266,123.417964,1374,123.505378,potentially_unsafe,0.03440734,3.7061990000000122,0.73440734,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv,5,5.73440734,actionable
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000000,huron__bww2_Feb-20-2023-bww2-intloss_00000000,0,huron__bww2_Feb-20-2023-bww2-intloss_00000000::191,191,191,20.160272,20.160272,,18,1.57949,potentially_unsafe,0.06661382,18.580782,0.76661382,qwen/bww2_Feb-20-2023-bww2-intloss_00000000/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000000_h2_frame.csv,1,1.76661382,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000000,huron__bww2_Feb-20-2023-bww2-intloss_00000000,0,huron__bww2_Feb-20-2023-bww2-intloss_00000000::191,191,191,20.160272,20.160272,,18,1.57949,potentially_unsafe,0.06661382,18.580782,0.76661382,qwen/bww2_Feb-20-2023-bww2-intloss_00000000/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000000_h2_frame.csv,2,2.76661382,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000000,huron__bww2_Feb-20-2023-bww2-intloss_00000000,0,huron__bww2_Feb-20-2023-bww2-intloss_00000000::191,191,191,20.160272,20.160272,,18,1.57949,potentially_unsafe,0.06661382,18.580782,0.76661382,qwen/bww2_Feb-20-2023-bww2-intloss_00000000/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000000_h2_frame.csv,3,3.76661382,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000000,huron__bww2_Feb-20-2023-bww2-intloss_00000000,0,huron__bww2_Feb-20-2023-bww2-intloss_00000000::191,191,191,20.160272,20.160272,,18,1.57949,potentially_unsafe,0.06661382,18.580782,0.76661382,qwen/bww2_Feb-20-2023-bww2-intloss_00000000/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000000_h2_frame.csv,4,4.76661382,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000000,huron__bww2_Feb-20-2023-bww2-intloss_00000000,0,huron__bww2_Feb-20-2023-bww2-intloss_00000000::191,191,191,20.160272,20.160272,,18,1.57949,potentially_unsafe,0.06661382,18.580782,0.76661382,qwen/bww2_Feb-20-2023-bww2-intloss_00000000/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000000_h2_frame.csv,5,5.76661382,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,0,huron__bww2_Feb-20-2023-bww2-intloss_00000001::321,321,321,30.12045,30.12045,,1,0.092906,potentially_unsafe,0.0683670666666666,30.027544000000002,0.7683670666666667,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv,1,1.7683670666666667,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,0,huron__bww2_Feb-20-2023-bww2-intloss_00000001::321,321,321,30.12045,30.12045,,1,0.092906,potentially_unsafe,0.0683670666666666,30.027544000000002,0.7683670666666667,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv,2,2.7683670666666664,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,0,huron__bww2_Feb-20-2023-bww2-intloss_00000001::321,321,321,30.12045,30.12045,,1,0.092906,potentially_unsafe,0.0683670666666666,30.027544000000002,0.7683670666666667,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv,3,3.7683670666666664,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,0,huron__bww2_Feb-20-2023-bww2-intloss_00000001::321,321,321,30.12045,30.12045,,1,0.092906,potentially_unsafe,0.0683670666666666,30.027544000000002,0.7683670666666667,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv,4,4.768367066666666,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,0,huron__bww2_Feb-20-2023-bww2-intloss_00000001::321,321,321,30.12045,30.12045,,1,0.092906,potentially_unsafe,0.0683670666666666,30.027544000000002,0.7683670666666667,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv,5,5.768367066666666,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,1,huron__bww2_Feb-20-2023-bww2-intloss_00000001::383,383,383,35.819463,35.819463,30.12045,322,30.201885,potentially_unsafe,0.02140998,5.617577999999998,0.72140998,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv,1,1.72140998,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,1,huron__bww2_Feb-20-2023-bww2-intloss_00000001::383,383,383,35.819463,35.819463,30.12045,322,30.201885,potentially_unsafe,0.02140998,5.617577999999998,0.72140998,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv,2,2.72140998,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,1,huron__bww2_Feb-20-2023-bww2-intloss_00000001::383,383,383,35.819463,35.819463,30.12045,322,30.201885,potentially_unsafe,0.02140998,5.617577999999998,0.72140998,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv,3,3.72140998,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,1,huron__bww2_Feb-20-2023-bww2-intloss_00000001::383,383,383,35.819463,35.819463,30.12045,322,30.201885,potentially_unsafe,0.02140998,5.617577999999998,0.72140998,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv,4,4.72140998,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,1,huron__bww2_Feb-20-2023-bww2-intloss_00000001::383,383,383,35.819463,35.819463,30.12045,322,30.201885,potentially_unsafe,0.02140998,5.617577999999998,0.72140998,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv,5,5.72140998,actionable
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,0,huron__bww2_Feb-20-2023-bww2-intloss_00000002::289,289,292,30.057883,30.330316,,88,8.261451,potentially_unsafe,0.0521100766666666,21.796432000000003,0.7521100766666666,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv,1,1.7521100766666666,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,0,huron__bww2_Feb-20-2023-bww2-intloss_00000002::289,289,292,30.057883,30.330316,,88,8.261451,potentially_unsafe,0.0521100766666666,21.796432000000003,0.7521100766666666,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv,2,2.752110076666667,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,0,huron__bww2_Feb-20-2023-bww2-intloss_00000002::289,289,292,30.057883,30.330316,,88,8.261451,potentially_unsafe,0.0521100766666666,21.796432000000003,0.7521100766666666,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv,3,3.752110076666667,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,0,huron__bww2_Feb-20-2023-bww2-intloss_00000002::289,289,292,30.057883,30.330316,,88,8.261451,potentially_unsafe,0.0521100766666666,21.796432000000003,0.7521100766666666,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv,4,4.752110076666667,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,0,huron__bww2_Feb-20-2023-bww2-intloss_00000002::289,289,292,30.057883,30.330316,,88,8.261451,potentially_unsafe,0.0521100766666666,21.796432000000003,0.7521100766666666,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv,5,5.752110076666667,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,1,huron__bww2_Feb-20-2023-bww2-intloss_00000002::318,318,321,32.625853,32.931381,30.330316,293,30.430578,potentially_unsafe,0.0118525766666666,2.1952749999999988,0.7118525766666666,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv,1,1.7118525766666666,too_early
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,1,huron__bww2_Feb-20-2023-bww2-intloss_00000002::318,318,321,32.625853,32.931381,30.330316,293,30.430578,potentially_unsafe,0.0118525766666666,2.1952749999999988,0.7118525766666666,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv,2,2.711852576666667,actionable
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,1,huron__bww2_Feb-20-2023-bww2-intloss_00000002::318,318,321,32.625853,32.931381,30.330316,293,30.430578,potentially_unsafe,0.0118525766666666,2.1952749999999988,0.7118525766666666,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv,3,3.711852576666667,actionable
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,1,huron__bww2_Feb-20-2023-bww2-intloss_00000002::318,318,321,32.625853,32.931381,30.330316,293,30.430578,potentially_unsafe,0.0118525766666666,2.1952749999999988,0.7118525766666666,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv,4,4.711852576666667,actionable
internvl,appfr,H22,22,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,1,huron__bww2_Feb-20-2023-bww2-intloss_00000002::318,318,321,32.625853,32.931381,30.330316,293,30.430578,potentially_unsafe,0.0118525766666666,2.1952749999999988,0.7118525766666666,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv,5,5.711852576666667,actionable
internvl,appfr,H22,22,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,0,huron__bww8_Feb-03-2023-bww8-intloss_00000000::103,103,109,10.133288,10.696014,,7,0.754728,potentially_unsafe,0.11393463,9.37856,0.81393463,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv,1,1.8139346299999999,too_early
