model,approach,history,history_frames,case_study,bag_name,global_bag_id,event_id_within_bag,event_key,unsafe_start_frame_id,unsafe_end_frame_id,unsafe_start_s,unsafe_end_s,previous_unsafe_end_s,first_warning_frame_id,first_warning_s,first_warning_label,speed_at_warning_mps,lead_time_s,t_required_s,warning_raw_source_file
internvl,appod,H12,12,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,8,pal__rosbag2_2025_07_11-13_55_25::2775,2775,2796,92.668313,93.369377,91.100589,2734,91.300511,potentially_unsafe,0.059267,1.3678019999999975,0.759267,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H12,12,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,9,pal__rosbag2_2025_07_11-13_55_25::2803,2803,2816,93.602591,94.035991,93.369377,2797,93.402311,potentially_unsafe,0.001308,0.20028000000000645,0.701308,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H12,12,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,10,pal__rosbag2_2025_07_11-13_55_25::2819,2819,2820,94.136695,94.169595,94.035991,2817,94.069374,potentially_unsafe,0.000124,0.06732100000000685,0.700124,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H12,12,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,11,pal__rosbag2_2025_07_11-13_55_25::2823,2823,2824,94.269631,94.302894,94.169595,2821,94.202786,potentially_unsafe,0.000103,0.06684500000000071,0.700103,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H12,12,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,12,pal__rosbag2_2025_07_11-13_55_25::2945,2945,2948,98.339905,98.439135,94.302894,2826,94.370349,potentially_unsafe,4.1e-05,3.969555999999997,0.700041,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H12,12,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,13,pal__rosbag2_2025_07_11-13_55_25::2951,2951,2978,98.539809,99.440714,98.439135,2949,98.474243,potentially_unsafe,0.014247,0.06556600000000401,0.7142470000000001,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H12,12,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,14,pal__rosbag2_2025_07_11-13_55_25::3023,3023,3232,100.941607,107.914895,99.440714,2979,99.474724,potentially_unsafe,0.001789,1.46688300000001,0.701789,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H12,12,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,15,pal__rosbag2_2025_07_11-13_55_25::3275,3275,3483,109.347361,116.286366,107.914895,3237,108.079458,potentially_unsafe,0.037831,1.267903000000004,0.737831,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H12,12,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,16,pal__rosbag2_2025_07_11-13_55_25::3489,3489,3489,116.485537,116.485537,116.286366,,,,,,,
internvl,appod,H12,12,pal,rosbag2_2025_07_11-13_55_25,pal__rosbag2_2025_07_11-13_55_25,17,pal__rosbag2_2025_07_11-13_55_25::3666,3666,3667,122.390863,122.424199,116.485537,3490,116.519387,potentially_unsafe,0.056281,5.871476000000001,0.756281,qwen/visual/h02/qwen_rosbag2_2025_07_11-13_55_25_visual_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,0,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000156,defaced_2021-04-24-11-20-18_frame_000156,defaced_2021-04-24-11-20-18_frame_000160,1619256030.010507,1619256030.2988803,,defaced_2021-04-24-11-20-18_frame_000013,1619256019.1224778,potentially_unsafe,0.1403136130001667,10.888029336929321,0.8403136130001667,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,1,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000472,defaced_2021-04-24-11-20-18_frame_000472,defaced_2021-04-24-11-20-18_frame_000483,1619256054.1597729,1619256054.9489992,1619256030.2988803,defaced_2021-04-24-11-20-18_frame_000161,1619256030.4325607,potentially_unsafe,0.1628870491246723,23.72721219062805,0.8628870491246723,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,2,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000918,defaced_2021-04-24-11-20-18_frame_000918,defaced_2021-04-24-11-20-18_frame_000931,1619256089.364324,1619256090.611847,1619256054.9489992,defaced_2021-04-24-11-20-18_frame_000484,1619256055.174059,potentially_unsafe,0.4169133342014138,34.19026517868042,1.116913334201414,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,3,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000937,defaced_2021-04-24-11-20-18_frame_000937,defaced_2021-04-24-11-20-18_frame_000938,1619256091.5413358,1619256091.5624454,1619256090.611847,defaced_2021-04-24-11-20-18_frame_000932,1619256090.7384863,potentially_unsafe,0.2352767860392403,0.802849531173706,0.9352767860392404,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,4,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_000997,defaced_2021-04-24-11-20-18_frame_000997,defaced_2021-04-24-11-20-18_frame_001010,1619256095.5463667,1619256096.3635666,1619256091.5624454,defaced_2021-04-24-11-20-18_frame_000939,1619256091.689114,potentially_unsafe,0.596285570108111,3.857252597808838,1.296285570108111,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,5,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_001012,defaced_2021-04-24-11-20-18_frame_001012,defaced_2021-04-24-11-20-18_frame_001034,1619256096.546523,1619256098.004042,1619256096.3635666,defaced_2021-04-24-11-20-18_frame_001011,1619256096.4550495,potentially_unsafe,0.2166462199418026,0.09147357940673828,0.9166462199418026,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-20-18,crowdbot__defaced_2021-04-24-11-20-18,6,crowdbot__defaced_2021-04-24-11-20-18::defaced_2021-04-24-11-20-18_frame_001305,defaced_2021-04-24-11-20-18_frame_001305,defaced_2021-04-24-11-20-18_frame_001306,1619256116.0393968,1619256116.1519144,1619256098.004042,defaced_2021-04-24-11-20-18_frame_001035,1619256098.0884244,potentially_unsafe,0.4552834042379438,17.950972318649292,1.1552834042379438,qwen/appfr/h02/qwen_defaced_2021-04-24-11-20-18_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-35-54,crowdbot__defaced_2021-04-24-11-35-54,0,crowdbot__defaced_2021-04-24-11-35-54::defaced_2021-04-24-11-35-54_frame_000535,defaced_2021-04-24-11-35-54_frame_000535,defaced_2021-04-24-11-35-54_frame_000536,1619256992.2629583,1619256992.2911048,,defaced_2021-04-24-11-35-54_frame_000014,1619256954.545741,potentially_unsafe,0.1101854717286571,37.717217206954956,0.8101854717286572,qwen/appfr/h02/qwen_defaced_2021-04-24-11-35-54_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-40-33,crowdbot__defaced_2021-04-24-11-40-33,0,crowdbot__defaced_2021-04-24-11-40-33::defaced_2021-04-24-11-40-33_frame_000277,defaced_2021-04-24-11-40-33_frame_000277,defaced_2021-04-24-11-40-33_frame_000284,1619257254.3442194,1619257254.815914,,defaced_2021-04-24-11-40-33_frame_000018,1619257234.3638854,potentially_unsafe,0.0,19.980334043502808,0.7,qwen/appfr/h02/qwen_defaced_2021-04-24-11-40-33_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-40-33,crowdbot__defaced_2021-04-24-11-40-33,1,crowdbot__defaced_2021-04-24-11-40-33::defaced_2021-04-24-11-40-33_frame_000335,defaced_2021-04-24-11-40-33_frame_000335,defaced_2021-04-24-11-40-33_frame_000337,1619257258.7430923,1619257258.9400346,1619257254.815914,defaced_2021-04-24-11-40-33_frame_000285,1619257254.8370645,potentially_unsafe,0.1571801540304149,3.9060277938842773,0.8571801540304149,qwen/appfr/h02/qwen_defaced_2021-04-24-11-40-33_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-40-33,crowdbot__defaced_2021-04-24-11-40-33,2,crowdbot__defaced_2021-04-24-11-40-33::defaced_2021-04-24-11-40-33_frame_000946,defaced_2021-04-24-11-40-33_frame_000946,defaced_2021-04-24-11-40-33_frame_001003,1619257304.9487047,1619257308.9931116,1619257258.9400346,defaced_2021-04-24-11-40-33_frame_000338,1619257259.1159415,potentially_unsafe,1.1764216936656315,45.83276319503784,1.8764216936656315,qwen/appfr/h02/qwen_defaced_2021-04-24-11-40-33_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-43-54,crowdbot__defaced_2021-04-24-11-43-54,0,crowdbot__defaced_2021-04-24-11-43-54::defaced_2021-04-24-11-43-54_frame_000273,defaced_2021-04-24-11-43-54_frame_000273,defaced_2021-04-24-11-43-54_frame_000296,1619257454.4839108,1619257456.265789,,defaced_2021-04-24-11-43-54_frame_000014,1619257434.965992,potentially_unsafe,0.1305854597363243,19.517918825149536,0.8305854597363242,qwen/appfr/h02/qwen_defaced_2021-04-24-11-43-54_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-43-54,crowdbot__defaced_2021-04-24-11-43-54,1,crowdbot__defaced_2021-04-24-11-43-54::defaced_2021-04-24-11-43-54_frame_000469,defaced_2021-04-24-11-43-54_frame_000469,defaced_2021-04-24-11-43-54_frame_000498,1619257469.8354115,1619257472.0958793,1619257456.265789,defaced_2021-04-24-11-43-54_frame_000297,1619257456.4065025,potentially_unsafe,0.83071865598356,13.428909063339233,1.53071865598356,qwen/appfr/h02/qwen_defaced_2021-04-24-11-43-54_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-48-21,crowdbot__defaced_2021-04-24-11-48-21,0,crowdbot__defaced_2021-04-24-11-48-21::defaced_2021-04-24-11-48-21_frame_000140,defaced_2021-04-24-11-48-21_frame_000140,defaced_2021-04-24-11-48-21_frame_000140,1619257710.9986827,1619257710.9986827,,defaced_2021-04-24-11-48-21_frame_000013,1619257701.604914,potentially_unsafe,0.3221184512748046,9.393768787384033,1.0221184512748045,qwen/appfr/h02/qwen_defaced_2021-04-24-11-48-21_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-48-21,crowdbot__defaced_2021-04-24-11-48-21,1,crowdbot__defaced_2021-04-24-11-48-21::defaced_2021-04-24-11-48-21_frame_000359,defaced_2021-04-24-11-48-21_frame_000359,defaced_2021-04-24-11-48-21_frame_000369,1619257727.5256565,1619257728.19479,1619257710.9986827,defaced_2021-04-24-11-48-21_frame_000141,1619257711.2237642,potentially_unsafe,0.9220146780252824,16.301892280578613,1.6220146780252824,qwen/appfr/h02/qwen_defaced_2021-04-24-11-48-21_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-48-21,crowdbot__defaced_2021-04-24-11-48-21,2,crowdbot__defaced_2021-04-24-11-48-21::defaced_2021-04-24-11-48-21_frame_001543,defaced_2021-04-24-11-48-21_frame_001543,defaced_2021-04-24-11-48-21_frame_001558,1619257818.5799668,1619257819.6715744,1619257728.19479,defaced_2021-04-24-11-48-21_frame_000370,1619257728.3356328,potentially_unsafe,0.2108188258825165,90.24433398246765,0.9108188258825165,qwen/appfr/h02/qwen_defaced_2021-04-24-11-48-21_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,0,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_000414,defaced_2021-04-24-11-55-30_frame_000414,defaced_2021-04-24-11-55-30_frame_000426,1619258161.0030267,1619258161.8405566,,defaced_2021-04-24-11-55-30_frame_000026,1619258131.4665036,potentially_unsafe,0.1448654659121444,29.53652310371399,0.8448654659121444,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,1,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001344,defaced_2021-04-24-11-55-30_frame_001346,1619258229.040547,1619258229.1530662,1619258161.8405566,defaced_2021-04-24-11-55-30_frame_000427,1619258161.9320593,potentially_unsafe,0.78741827037235,67.10848760604858,1.48741827037235,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv
internvl,appod,H14,14,crowdbot,defaced_2021-04-24-11-55-30,crowdbot__defaced_2021-04-24-11-55-30,2,crowdbot__defaced_2021-04-24-11-55-30::defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001479,defaced_2021-04-24-11-55-30_frame_001483,1619258238.0427327,1619258238.2890978,1619258229.1530662,defaced_2021-04-24-11-55-30_frame_001347,1619258229.2445078,potentially_unsafe,1.0220363279578757,8.798224925994873,1.7220363279578756,qwen/appfr/h02/qwen_defaced_2021-04-24-11-55-30_appfr_h02.csv
internvl,appod,H14,14,huron,bww1_Feb-16-2023-bww1-intloss_00000000,huron__bww1_Feb-16-2023-bww1-intloss_00000000,0,huron__bww1_Feb-16-2023-bww1-intloss_00000000::108,108,109,10.656168,10.743546,,93,9.266928,potentially_unsafe,0.10752627,1.3892399999999991,0.80752627,qwen/bww1_Feb-16-2023-bww1-intloss_00000000/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000000_h2_frame.csv
internvl,appod,H14,14,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,0,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1373,1373,1373,123.417964,123.417964,,114,10.117758,potentially_unsafe,0.07691485,113.300206,0.77691485,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,bww1_Feb-16-2023-bww1-intloss_00000001,huron__bww1_Feb-16-2023-bww1-intloss_00000001,1,huron__bww1_Feb-16-2023-bww1-intloss_00000001::1413,1413,1414,127.211577,127.307266,123.417964,1398,125.895098,potentially_unsafe,0.0197570133333333,1.316479000000001,0.7197570133333333,qwen/bww1_Feb-16-2023-bww1-intloss_00000001/all15_qwen_bww1_Feb-16-2023-bww1-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,bww2_Feb-20-2023-bww2-intloss_00000000,huron__bww2_Feb-20-2023-bww2-intloss_00000000,0,huron__bww2_Feb-20-2023-bww2-intloss_00000000::191,191,191,20.160272,20.160272,,0,0.008461,potentially_unsafe,0.05174646,20.151811,0.75174646,qwen/bww2_Feb-20-2023-bww2-intloss_00000000/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000000_h2_frame.csv
internvl,appod,H14,14,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,0,huron__bww2_Feb-20-2023-bww2-intloss_00000001::321,321,321,30.12045,30.12045,,4,0.345774,potentially_unsafe,0.0918446866666666,29.774676000000003,0.7918446866666666,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,bww2_Feb-20-2023-bww2-intloss_00000001,huron__bww2_Feb-20-2023-bww2-intloss_00000001,1,huron__bww2_Feb-20-2023-bww2-intloss_00000001::383,383,383,35.819463,35.819463,30.12045,322,30.201885,potentially_unsafe,0.02140998,5.617577999999998,0.72140998,qwen/bww2_Feb-20-2023-bww2-intloss_00000001/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,0,huron__bww2_Feb-20-2023-bww2-intloss_00000002::289,289,292,30.057883,30.330316,,10,0.880557,potentially_unsafe,0.06175566,29.177326,0.76175566,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv
internvl,appod,H14,14,huron,bww2_Feb-20-2023-bww2-intloss_00000002,huron__bww2_Feb-20-2023-bww2-intloss_00000002,1,huron__bww2_Feb-20-2023-bww2-intloss_00000002::318,318,321,32.625853,32.931381,30.330316,308,31.744287,potentially_unsafe,0.01760939,0.8815659999999994,0.71760939,qwen/bww2_Feb-20-2023-bww2-intloss_00000002/all15_qwen_bww2_Feb-20-2023-bww2-intloss_00000002_h2_frame.csv
internvl,appod,H14,14,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,0,huron__bww8_Feb-03-2023-bww8-intloss_00000000::103,103,109,10.133288,10.696014,,4,0.42846,potentially_unsafe,0.0959687633333333,9.704828000000001,0.7959687633333333,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
internvl,appod,H14,14,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,1,huron__bww8_Feb-03-2023-bww8-intloss_00000000::300,300,302,30.290092,30.470755,10.696014,110,10.805874,potentially_unsafe,0.10972974,19.484218000000002,0.8097297400000001,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
internvl,appod,H14,14,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,2,huron__bww8_Feb-03-2023-bww8-intloss_00000000::477,477,479,48.257437,48.482247,30.470755,303,30.569086,potentially_unsafe,0.0437113033333333,17.688351000000004,0.7437113033333334,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
internvl,appod,H14,14,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,3,huron__bww8_Feb-03-2023-bww8-intloss_00000000::936,936,940,93.89156,94.327979,48.482247,480,48.567553,potentially_unsafe,0.1244145,45.324007,0.8244145,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
internvl,appod,H14,14,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,4,huron__bww8_Feb-03-2023-bww8-intloss_00000000::1055,1055,1057,106.18962,106.361196,94.327979,942,94.547771,potentially_unsafe,0.1101295933333333,11.641849000000008,0.8101295933333333,qwen/bww8_Feb-03-2023-bww8-intloss_00000000/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000000_h2_frame.csv
internvl,appod,H14,14,huron,bww8_Feb-03-2023-bww8-intloss_00000000,huron__bww8_Feb-03-2023-bww8-intloss_00000000,5,huron__bww8_Feb-03-2023-bww8-intloss_00000000::1059,1059,1063,106.573479,107.056296,106.361196,,,,,,,
internvl,appod,H14,14,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,0,huron__bww8_Feb-03-2023-bww8-intloss_00000001::263,263,264,27.035605,27.141632,,4,0.445243,potentially_unsafe,0.0940249333333333,26.590362,0.7940249333333333,qwen/bww8_Feb-03-2023-bww8-intloss_00000001/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,1,huron__bww8_Feb-03-2023-bww8-intloss_00000001::362,362,362,36.752984,36.752984,27.141632,265,27.232346,potentially_unsafe,0.0410943599999999,9.520637999999998,0.74109436,qwen/bww8_Feb-03-2023-bww8-intloss_00000001/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,2,huron__bww8_Feb-03-2023-bww8-intloss_00000001::591,591,594,58.788419,59.140465,36.752984,378,38.090187,potentially_unsafe,0.0015581066666666,20.698231999999997,0.7015581066666666,qwen/bww8_Feb-03-2023-bww8-intloss_00000001/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,3,huron__bww8_Feb-03-2023-bww8-intloss_00000001::621,621,623,61.645425,61.826772,59.140465,595,59.229457,potentially_unsafe,0.00591081,2.4159680000000066,0.70591081,qwen/bww8_Feb-03-2023-bww8-intloss_00000001/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,bww8_Feb-03-2023-bww8-intloss_00000001,huron__bww8_Feb-03-2023-bww8-intloss_00000001,4,huron__bww8_Feb-03-2023-bww8-intloss_00000001::926,926,928,94.316595,94.497402,61.826772,666,66.067153,potentially_unsafe,0.0826179833333333,28.249442000000002,0.7826179833333333,qwen/bww8_Feb-03-2023-bww8-intloss_00000001/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,bww8_Feb-03-2023-bww8-intloss_00000002,huron__bww8_Feb-03-2023-bww8-intloss_00000002,0,huron__bww8_Feb-03-2023-bww8-intloss_00000002::439,439,443,36.70497,37.046896,,23,2.00461,potentially_unsafe,0.1047895666666666,34.70036,0.8047895666666667,qwen/bww8_Feb-03-2023-bww8-intloss_00000002/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000002_h2_frame.csv
internvl,appod,H14,14,huron,bww8_Feb-03-2023-bww8-intloss_00000002,huron__bww8_Feb-03-2023-bww8-intloss_00000002,1,huron__bww8_Feb-03-2023-bww8-intloss_00000002::669,669,683,60.640432,62.373055,37.046896,444,37.125692,potentially_unsafe,0.02776439,23.514739999999996,0.72776439,qwen/bww8_Feb-03-2023-bww8-intloss_00000002/all15_qwen_bww8_Feb-03-2023-bww8-intloss_00000002_h2_frame.csv
internvl,appod,H14,14,huron,bww8_Feb-03-2023-bww8-intloss_00000002,huron__bww8_Feb-03-2023-bww8-intloss_00000002,2,huron__bww8_Feb-03-2023-bww8-intloss_00000002::688,688,696,63.020609,64.016182,62.373055,,,,,,,
internvl,appod,H14,14,huron,cory1_Feb-16-2023-cory1-intloss_00000000,huron__cory1_Feb-16-2023-cory1-intloss_00000000,0,huron__cory1_Feb-16-2023-cory1-intloss_00000000::68,68,78,5.680737,6.532033,,0,0.008145,potentially_unsafe,0.0,5.672592,0.7,qwen/cory1_Feb-16-2023-cory1-intloss_00000000/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000000_h2_frame.csv
internvl,appod,H14,14,huron,cory1_Feb-16-2023-cory1-intloss_00000000,huron__cory1_Feb-16-2023-cory1-intloss_00000000,1,huron__cory1_Feb-16-2023-cory1-intloss_00000000::98,98,105,8.194939,8.785111,6.532033,,,,,,,
internvl,appod,H14,14,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,0,huron__cory1_Feb-16-2023-cory1-intloss_00000001::473,473,473,39.769127,39.769127,,4,0.331574,potentially_unsafe,0.1565632366666666,39.437552999999994,0.8565632366666667,qwen/cory1_Feb-16-2023-cory1-intloss_00000001/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,1,huron__cory1_Feb-16-2023-cory1-intloss_00000001::510,510,515,42.834701,43.241204,39.769127,474,39.847191,potentially_unsafe,0.10430095,2.9875100000000003,0.80430095,qwen/cory1_Feb-16-2023-cory1-intloss_00000001/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,2,huron__cory1_Feb-16-2023-cory1-intloss_00000001::843,843,843,70.623755,70.623755,43.241204,651,54.657153,potentially_unsafe,0.15033326,15.966602000000002,0.85033326,qwen/cory1_Feb-16-2023-cory1-intloss_00000001/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,3,huron__cory1_Feb-16-2023-cory1-intloss_00000001::1733,1733,1751,146.611453,148.099933,70.623755,844,70.708273,potentially_unsafe,0.0862151333333333,75.90318,0.7862151333333334,qwen/cory1_Feb-16-2023-cory1-intloss_00000001/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,cory1_Feb-16-2023-cory1-intloss_00000001,huron__cory1_Feb-16-2023-cory1-intloss_00000001,4,huron__cory1_Feb-16-2023-cory1-intloss_00000001::1762,1762,1764,148.995139,149.162222,148.099933,1754,148.347194,potentially_unsafe,0.05473911,0.6479449999999929,0.75473911,qwen/cory1_Feb-16-2023-cory1-intloss_00000001/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000001_h2_frame.csv
internvl,appod,H14,14,huron,cory1_Feb-16-2023-cory1-intloss_00000002,huron__cory1_Feb-16-2023-cory1-intloss_00000002,0,huron__cory1_Feb-16-2023-cory1-intloss_00000002::406,406,406,33.84382,33.84382,,0,0.008106,potentially_unsafe,0.18689491,33.835714,0.88689491,qwen/cory1_Feb-16-2023-cory1-intloss_00000002/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000002_h2_frame.csv
internvl,appod,H14,14,huron,cory1_Feb-16-2023-cory1-intloss_00000002,huron__cory1_Feb-16-2023-cory1-intloss_00000002,1,huron__cory1_Feb-16-2023-cory1-intloss_00000002::1089,1089,1089,91.666821,91.666821,33.84382,427,35.606441,potentially_unsafe,0.14457154,56.06038,0.84457154,qwen/cory1_Feb-16-2023-cory1-intloss_00000002/all15_qwen_cory1_Feb-16-2023-cory1-intloss_00000002_h2_frame.csv
